DB|Table|Concat|ID||||||||
Report|Orders_Extract.csv|ReportOrders_Extract.csv|311||||||||
Report|Products_Extract.csv|ReportProducts_Extract.csv|312||||||||
Report|Region_Extract.csv|ReportRegion_Extract.csv|313||||||||
Report|Shippers_Extract.csv|ReportShippers_Extract.csv|314||||||||
Report|Suppliers_Extract.csv|ReportSuppliers_Extract.csv|315||||||||
Report|Territories_Extract.csv|ReportTerritories_Extract.csv|316||||||||
Report|DIM_Supplier|ReportDIM_Supplier|317||||||||
Report|DIM_Product|ReportDIM_Product|318||||||||
Report|DIM_Customer|ReportDIM_Customer|319||||||||
Report|DIM_Employee|ReportDIM_Employee|320||||||||
Report|FCT_Order|ReportFCT_Order|321||||||||
Report|DIM_Time|ReportDIM_Time|322||||||||
Reference|global_customerID_extract.csv|Referenceglobal_customerID_extract.csv|323||||||||
Reference|Reference_Time_Dimensions.csv|ReferenceReference_Time_Dimensions.csv|324||||||||
Reference|Reftable_Currency_Country.csv|ReferenceReftable_Currency_Country.csv|325||||||||
Reference|Reftable_Supplier_Discount.csv|ReferenceReftable_Supplier_Discount.csv|326||||||||
Reference|Reftable_zip_USA.csv|ReferenceReftable_zip_USA.csv|327||||||||
Report|Latest_Time|ReportLatest_Time|328||||||||
Report|Country_Overview|ReportCountry_Overview|329||||||||
Report|Top5_Employees_Per_Product_Latest_Quarter|ReportTop5_Employees_Per_Product_Latest_Quarter|330||||||||
Report|Top5_Employees_Per_Order_Price_Latest_Month|ReportTop5_Employees_Per_Order_Price_Latest_Month|331||||||||
Report|Top5_Employees_Per_Customer_Quantity_Latest_Year|ReportTop5_Employees_Per_Customer_Quantity_Latest_Year|332||||||||
Report|Shipment_Overview|ReportShipment_Overview|333||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
|||||||||||
